candidate,sentiment,subject_matter,tweet_text,tweet_created
No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 22:22
No candidate mentioned,Negative,Religion,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,8/6/15 22:22
Donald Trump,Negative,None of the above,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _ _",8/6/15 22:22
Chris Christie,Negative,None of the above,RT @jsc1835: Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,8/6/15 22:22
Donald Trump,Negative,None of the above,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _ _",8/6/15 22:22
No candidate mentioned,Negative,Religion,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #_ _,8/6/15 22:22
Mike Huckabee,Negative,Foreign Policy,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",8/6/15 22:22
Jeb Bush,Negative,Immigration,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:22
Donald Trump,Negative,None of the above,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _ _",8/6/15 22:22
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates ________,8/6/15 22:22
Donald Trump,Positive,None of the above,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, ________ #GOPDebate  #GOPDebates",8/6/15 22:22
Jeb Bush,Negative,None of the above,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",8/6/15 22:22
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:22
Donald Trump,Negative,Jobs and Economy,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _ _",8/6/15 22:23
No candidate mentioned,Positive,None of the above,It has been so amazing tweeting w/all of you tonight for both #GOPDebates!! Grateful for you all &amp; look forward to all the fun ahead!,8/6/15 22:23
Donald Trump,Neutral,None of the above,@realDonaldTrump was almost cordial with Dr Carson and those 8 insurance salesmen. #GOPdebates,8/6/15 22:23
Jeb Bush,Negative,None of the above,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:23
Donald Trump,Negative,None of the above,RT @tmservo433: Prediction: Donald Trump goes up in post debate polls. Because he looks no crazier than anyone else and more entertaining #_ _,8/6/15 22:23
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:23
Donald Trump,Positive,None of the above,RT @fergie_spuds: Trump and Ben Carson stood out #GopDebates,8/6/15 22:23
No candidate mentioned,Negative,Religion,So God it it wrong 16 times #GOPDebates if all were told God told them to run !!,8/6/15 22:23
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 22:23
No candidate mentioned,Positive,None of the above,Well that was a blast. A strong field in both #GOPDebates. Going to be a fun campaign season!,8/6/15 22:23
Scott Walker,Negative,Religion,RT @NateMJensen: Walker: God is cutting the UW budget. Talk to him. #GOPdebates,8/6/15 22:23
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:23
Donald Trump,Negative,FOX News or Moderators,"Lots still searching for @realDonaldTrump on Google http://t.co/AkcODbzESt
 but FOX focus group suggests trouble for the tycoon. #GOPdebates",8/6/15 22:23
John Kasich,Positive,None of the above,If I had to vote Republican (God forbid) #JohnKasich would have my vote. #RepublicanDebate #FoxNews #GOPdebates,8/6/15 22:23
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 22:23
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 22:23
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:23
Jeb Bush,Negative,Immigration,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:24
No candidate mentioned,Negative,None of the above,"#GOPDebates : better than the Phantom Menace, but worse than Revenge of the Sith.",8/6/15 22:24
Jeb Bush,Positive,None of the above,Vote for me: Its the greatest time to be alive and I dont know when the primary is - Jeb Bush #GOPDebates,8/6/15 22:24
No candidate mentioned,Neutral,Religion,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,8/6/15 22:24
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:24
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 22:24
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:24
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:24
No candidate mentioned,Negative,Racial issues,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,8/6/15 22:24
No candidate mentioned,Neutral,None of the above,"RT @PBoylen: @ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates",8/6/15 22:24
Donald Trump,Positive,None of the above,Yassssss #DonaldTrump is doing it up... He answers the questions the way he wants to. #FOXNEWSDEBATE #GopDebates,8/6/15 22:24
No candidate mentioned,Negative,FOX News or Moderators,Funny to see Megyn pretend to stick up for women (vs Trump) while championing the party that hates woman every single day. #GOPDebates,8/6/15 22:24
No candidate mentioned,Negative,None of the above,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",8/6/15 22:24
No candidate mentioned,Neutral,Religion,"JonathanFarrel7: luciabrawley: What is the Christian litmus test? Let's refer to the Constitution, shall we? #GOPDebates #FirstAmendment #F_ _",8/6/15 22:24
Jeb Bush,Positive,None of the above,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:24
Jeb Bush,Negative,None of the above,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",8/6/15 22:24
Ben Carson,Positive,None of the above,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.",8/6/15 22:25
Chris Christie,Negative,None of the above,RT @jsc1835: Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,8/6/15 22:25
Jeb Bush,Negative,None of the above,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",8/6/15 22:25
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 22:25
John Kasich,Positive,None of the above,"Wow, I think John Kasich is an actual real candidate. If he keeps talking sense, he will NEVER win the primary. #GOPDebate #GOPDebates",8/6/15 22:25
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:25
No candidate mentioned,Neutral,None of the above,Ack! Did the #GOPDebates break Time Warner? The cables out!!!! Missing Jon Stewart!!!!!!!!,8/6/15 22:25
No candidate mentioned,Neutral,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 22:25
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. #GOPDebate #GOPDeb_ _,8/6/15 22:25
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:25
No candidate mentioned,Neutral,None of the above,RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  #mentalhealth #gopdebates http://t._ _,8/6/15 22:25
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 22:25
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 22:25
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:25
Donald Trump,Neutral,None of the above,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer _ _",8/6/15 22:25
No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. ________ #GOPDebate  #GOPDebates,8/6/15 22:25
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:26
No candidate mentioned,Neutral,Immigration,"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates",8/6/15 22:26
No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. ________ #GOPDebate  #GOPDebates,8/6/15 22:26
Ted Cruz,Negative,Religion,"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates",8/6/15 22:26
No candidate mentioned,Negative,FOX News or Moderators,RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  #mentalhealth #gopdebates http://t._ _,8/6/15 22:26
No candidate mentioned,Neutral,FOX News or Moderators,"I'm psychic.
#GOPDebates http://t.co/WxAF0QVhI5",8/6/15 22:26
No candidate mentioned,Negative,None of the above,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,8/6/15 22:26
Marco Rubio,Negative,None of the above,"RT @SupermanHotMale: Dear Marco Rubio, just shut the fuck up, you are neither entertaining or wise. #GopDebates",8/6/15 22:26
No candidate mentioned,Negative,FOX News or Moderators,First debate seems to have had better moderators and Carly. Sorry I missed it. #GOPDebates,8/6/15 22:26
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:26
No candidate mentioned,Negative,FOX News or Moderators,#GOPDebates on Fox. Where else? The Sloth Network?,8/6/15 22:27
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:27
No candidate mentioned,Negative,Foreign Policy,RT @PamelaGeller: Jim Gilmore is clueless on #ISIS. It's not a state? They already rule an area larger than the United Kingdom.  #GOPdebates,8/6/15 22:27
No candidate mentioned,Neutral,None of the above,RT @goldietaylor: Closing statements! #GOPDebates http://t.co/950Mi0Erjz,8/6/15 22:27
No candidate mentioned,Neutral,Religion,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,8/6/15 22:27
No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. ________ #GOPDebate  #GOPDebates,8/6/15 22:27
No candidate mentioned,Negative,FOX News or Moderators,"RT @FoxNewsMom: I'm psychic.
#GOPDebates http://t.co/WxAF0QVhI5",8/6/15 22:27
John Kasich,Positive,None of the above,"RT @SalMasekela: Kasich, it may be the booze talking....but I think I like you man. #GOPDebates",8/6/15 22:27
No candidate mentioned,Negative,None of the above,RT @MichaelDinoff: #GOPDebates #ClownCircus Its always a Circus with these clowns!! http://t.co/89wRJDv1dl,8/6/15 22:27
Ben Carson,Positive,None of the above,@RealBenCarson and @SenTedCruz 2016 #C2 #Csquared America can be great again! @gop #GOPDebates,8/6/15 22:27
No candidate mentioned,Negative,None of the above,"RT @LemonMeringue19: Intelligence, class and charm are no longer requirements for the presidency, I guess. #GOPDebates",8/6/15 22:27
Donald Trump,Neutral,None of the above,I was RIGHT! I should be an independent political strategist! #Trump failing #Fox focus poll! #Kasich is moving up! #GOPDebates,8/6/15 22:27
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:27
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 22:27
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:27
Chris Christie,Negative,None of the above,RT @jsc1835: Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,8/6/15 22:28
Jeb Bush,Positive,Immigration,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:28
Rand Paul,Neutral,None of the above,"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates",8/6/15 22:28
Rand Paul,Negative,None of the above,Rand Paul's hair may be worse than Trumps!#GOPDebates,8/6/15 22:28
Jeb Bush,Negative,Immigration,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:28
No candidate mentioned,Neutral,None of the above,In honor of the #GOPDebates  in Cleveland https://t.co/oObw167xIQ,8/6/15 22:28
Donald Trump,Negative,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 22:28
Donald Trump,Negative,FOX News or Moderators,#Trump is failing the #FoxNews focus poll I knew he would. He bombed! Never attack a conservative woman. #GopDebates https://t.co/584A2xK2Wf,8/6/15 22:28
Ben Carson,Positive,None of the above,"RT @KentPavelka: Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.",8/6/15 22:28
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:28
Marco Rubio,Positive,None of the above,"Love how Rubio said the election is not about resumes, but ideas for the future and a high tech future. #GOPDebates",8/6/15 22:29
No candidate mentioned,Neutral,None of the above,RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6,8/6/15 22:29
Jeb Bush,Negative,None of the above,RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates,8/6/15 22:29
No candidate mentioned,Negative,None of the above,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",8/6/15 22:29
No candidate mentioned,Negative,Racial issues,RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,8/6/15 22:29
No candidate mentioned,Negative,FOX News or Moderators,Media will twist and turn good to bad and bad to good #GOPDebates,8/6/15 22:29
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:29
Donald Trump,Negative,FOX News or Moderators,If there's one thing we can be certain of... It's that @FoxNews does not want @realDonaldTrump to win. #GOPdebates,8/6/15 22:29
No candidate mentioned,Neutral,None of the above,This. Is. Funny! ~ @kerrywashington #GOPDebates #GOPDebate #potus  https://t.co/XOgPjTJify,8/6/15 22:29
No candidate mentioned,Negative,None of the above,RT @SupermanHotMale: This #GopDebates makes me realize we have to raise the standards of who we let our kids listen to.,8/6/15 22:29
Jeb Bush,Negative,None of the above,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",8/6/15 22:29
No candidate mentioned,Negative,FOX News or Moderators,"RT @FoxNewsMom: I'm psychic.
#GOPDebates http://t.co/WxAF0QVhI5",8/6/15 22:29
No candidate mentioned,Neutral,Racial issues,"Republicans: ""I have a black friend and a gay friend. They're the same person. I can only expand so much. 'Murica."" #GOPDebates",8/6/15 22:29
No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. ________ #GOPDebate  #GOPDebates,8/6/15 22:29
No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. ________ #GOPDebate  #GOPDebates,8/6/15 22:29
No candidate mentioned,Negative,Religion,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,8/6/15 22:29
No candidate mentioned,Negative,Abortion,RT @fieldnegro: What about the life of the woman who is carrying the baby? #GOPDebates,8/6/15 22:29
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 22:29
Ted Cruz,Negative,None of the above,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,8/6/15 22:30
Jeb Bush,Negative,None of the above,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:30
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 22:30
No candidate mentioned,Negative,Religion,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/_ _",8/6/15 22:30
No candidate mentioned,Neutral,None of the above,"What did you think of tonight's #GOPDebates?
Who's your pick for the Republican Nominee?
#SECPrimary... http://t.co/W3hbRAzu0a",8/6/15 22:30
Marco Rubio,Positive,None of the above,Rubio had the Best Attack of the night was from Marco Rubio on Hillary Clinton ... #TCOT #ccot #PJNET #gop #GOPDebates,8/6/15 22:30
Jeb Bush,Positive,Immigration,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:30
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates ________,8/6/15 22:30
No candidate mentioned,Negative,None of the above,3 hours of #GOPDebates is enough for one night and I love politics_ _,8/6/15 22:30
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:30
Marco Rubio,Positive,None of the above,"Jeb is a swell guy, and Donald is gruff. I'm a Marco Rubio fan #GOPDebates",8/6/15 22:30
Mike Huckabee,Positive,None of the above,Great jobs from Mike Huckabee and Donald Trump competing to see who can be the president from Escape From New York tonight. #GOPDebates,8/6/15 22:30
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:30
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:31
Chris Christie,Negative,None of the above,@ChrisChristie doesn't understand the Bill of Rights. @RandPaul does! #GOPDebate #GOPDebates Great job #randpaul,8/6/15 22:31
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:31
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:31
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:31
No candidate mentioned,Positive,FOX News or Moderators,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:31
No candidate mentioned,Positive,None of the above,Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:31
Donald Trump,Positive,None of the above,"Trump doesn't care about political correctness, but he does care about America's future.  #GOPDebates",8/6/15 22:31
Jeb Bush,Negative,Immigration,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",8/6/15 22:31
No candidate mentioned,Negative,FOX News or Moderators,RT @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. #GOPDebates http://t.co/5L9INki5SF,8/6/15 22:31
No candidate mentioned,Negative,None of the above,RT @jsn2007: What ever happened to the answers to how they were gonna take care of vets? #GOPDebates,8/6/15 22:31
No candidate mentioned,Negative,None of the above,"#GOP2016 hate all unions. #GOPDebates made it clear they have no respect, not even for teachers union.",8/6/15 22:32
Ted Cruz,Positive,Jobs and Economy,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ________ #GOPDebate  #G_ _",8/6/15 22:32
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:32
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:32
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 22:32
John Kasich,Neutral,FOX News or Moderators,"_ _@msgoddessrises: Maybe three! Kasich, Bush, Trump #GopDebates  https://t.co/4oFtErX4Ci_ ù wouldn't surprise me.",8/6/15 22:32
Donald Trump,Negative,None of the above,RT @mbaratz: Is Trump a person or performance art? Serious question. #GOPDebates,8/6/15 22:32
No candidate mentioned,Neutral,None of the above,"RT @FoxNewsMom: I'm psychic.
#GOPDebates http://t.co/WxAF0QVhI5",8/6/15 22:32
No candidate mentioned,Negative,Healthcare (including Medicare),RT @jsn2007: They fixed the VA yet there are no mammogram machines at our only VA hospital. #gopdebates,8/6/15 22:32
Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 22:32
No candidate mentioned,Negative,None of the above,RT @PARISDENNARD: 3 hours of #GOPDebates is enough for one night and I love politics_ _,8/6/15 22:32
Donald Trump,Positive,None of the above,LMFAO!! I'm drunk but I enjoyed that! #Trump #GOPDebates  https://t.co/2thNmyuENP,8/6/15 22:32
Ben Carson,Positive,None of the above,@RealBenCarson  very impressive  #GOPDebates,8/6/15 22:32
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:32
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. ________ #GOPDebate  #GOPDebates",8/6/15 22:32
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:32
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:32
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:32
Donald Trump,Negative,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,8/6/15 22:32
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:32
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:32
No candidate mentioned,Positive,None of the above,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,8/6/15 22:32
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:32
No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:33
No candidate mentioned,Neutral,None of the above,@DonnieWahlberg #GOPDebates then #DemocraticDebates Let's hope we have a decent set of candidates to vote for once it's all over.,8/6/15 22:33
No candidate mentioned,Negative,None of the above,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. ________ #GOPDebate  #GOPDebates,8/6/15 22:33
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:33
No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. ________ #GOPDebat_ _",8/6/15 22:33
No candidate mentioned,Neutral,None of the above,@4029Craig @4029Paige after the #GOPDebates http://t.co/AVkcv5aHqI,8/6/15 22:33
